{ 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,12,12,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,0,0,0,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,3,13,3,11,3,9,0,0,0,0,0,0,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,0,0,0,0,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,11,0,0,0,0,0,9,0,0,3,3,0,3,3,3,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,0,0,12,0,0,3,0,0,3,0,0,0,0,0,0,0,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,7,0,0,0,0,0,9,0,0,3,3,3,8,3,3,3,0,3,3,8,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,0,0,12,0,0,3,0,0,3,3,3,3,3,12,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,11,0,0,0,0,0,9,0,0,8,3,3,3,3,12,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,0,3,9,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,16,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,0,3,3,3,3,3,8,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,6,3,3,3,3,3,3,3,3,11,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,16,3,3,3,3 },
{ 3,3,3,0,0,0,3,3,3,3,3,3,3,11,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,10 },
{ 3,3,11,0,0,0,13,3,3,3,3,3,3,3,0,0,0,3,0,0,16,3,3,3,3,3,0,3,3,3,3,3,3,8,3,3,13,0,0,0,3,3,3 },
{ 3,3,3,0,0,0,3,3,3,3,3,3,3,3,3,0,3,3,0,0,3,3,3,3,3,3,0,0,0,0,0,0,3,3,3,3,16,0,0,0,8,3,3 },
{ 3,3,11,0,0,0,11,3,3,3,3,3,3,3,0,0,0,3,0,0,0,0,3,3,3,3,0,12,0,0,12,0,3,3,3,3,3,0,0,0,3,3,3 },
{ 3,3,3,0,0,0,3,7,3,11,3,11,3,13,0,0,0,0,0,0,0,0,13,3,3,16,0,12,0,0,12,0,3,3,3,3,3,3,0,3,3,3,3 },
{ 3,3,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,3,3,3,16,3,0,0,0,3,3,3 },
{ 3,3,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,3,8,3,3,3,3,0,0,3,3,0,0,0,0,0,0,0,8,3,3 },
{ 3,3,13,0,0,0,3,3,3,16,3,0,0,3,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3 },
{ 3,3,3,0,0,0,3,12,12,12,3,0,0,3,0,0,0,3,0,0,0,0,11,3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3 },
{ 3,3,11,0,0,0,0,0,0,15,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3 },
{ 3,3,3,0,0,0,3,12,12,12,3,0,0,3,0,0,0,3,0,0,3,11,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,3,3,3 },
{ 3,3,3,3,0,3,3,11,3,13,3,12,12,3,3,7,16,3,3,13,3,3,3,3,0,3,3,0,3,3,3,3,3,0,12,12,0,3,3,3,3,3,3 },
{ 3,3,7,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3 },
{ 6,0,0,0,0,14,0,0,3,0,0,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,3,13,3,11,16,11,3,11,3,3,3,3,3,3,3 },
{ 3,3,3,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{ 3,3,3,3,8,3,9,9,9,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3 },
{  },
